index,Meanvariance,Std,StructureFunction_index_31,PercentDifferenceFluxPercentile,Amplitude,Q31,source
114920186_sector01_1_1,0.0020463355583994094,0.032298877333424646,2.6354935760471037,0.006107425220003127,0.051067500000000265,0.05322274999999976,raw
114952348_sector01_1_1,0.0032524850875388345,0.05435722220204651,2.7325650049653487,0.011093248753997212,0.09862900000000074,0.057577750000000094,raw
115105732_sector01_1_1,0.003161941697607604,0.05562063523313272,1.439850294250176,0.00689403378402281,0.06833450000000063,0.06321000000000154,raw
115107608_sector01_1_1,0.004520314008762141,0.08098197708279628,2.526432015442529,0.0126311393743547,0.11954000000000065,0.14902799999999772,raw
115175425_sector01_1_1,0.0011084974795909457,0.018611767262588067,2.569156271249531,0.0033035718619946687,0.02961149999999968,0.03129199999999699,raw
115188759_sector01_1_1,0.0027680959095045484,0.04998836676174612,2.566288620584835,0.00795151901214344,0.07661249999999953,0.08659399999999806,raw
115243939_sector01_1_1,0.0016570733254606613,0.027952640930449264,2.563036332068826,0.0050370467371110075,0.04722049999999989,0.045883750000001555,raw
117514962_sector01_2_3,0.0031209447253483626,0.05484062857776039,2.4784300585062633,0.008981636340571574,0.08298399999999972,0.1006315000000022,raw
117517259_sector01_2_3,0.002907434344681622,0.05428617845540959,2.2306620909968813,0.008874753878646299,0.08884349999999941,0.08805050000000136,raw
117518348_sector01_2_3,0.0031082724687614316,0.058430713621835245,2.717309727491279,0.009344090789171844,0.09588049999999981,0.09369474999999738,raw
126601579_sector01_1_1,0.001449944931367539,0.0238525114543306,2.466958979140381,0.0044254292821447015,0.0382289999999994,0.04345975000000024,raw
126637765_sector01_1_1,0.002842009708613259,0.043715593093698074,2.636986978075451,0.008675930057601644,0.07261050000000058,0.07693149999999882,raw
126638046_sector01_1_1,0.0016179970415106917,0.028248053322594557,2.7199264893611423,0.004919673401045952,0.04685899999999954,0.050775999999999044,raw
126707654_sector01_1_1,0.0014863200042846024,0.027817985375651395,2.6083504089843297,0.004627496992391392,0.0485155000000006,0.044419500000000056,raw
126764036_sector01_1_1,0.0017920721969369752,0.033211755873169185,2.526202174952903,0.005810311384284364,0.06813049999999876,0.04032899999999984,raw
