index,Meanvariance,Std,StructureFunction_index_31,PercentDifferenceFluxPercentile,Amplitude,Q31,source
115188534_sector01_1_1,0.0051394800740706325,0.07394827701314019,3.9379772903043895,0.016217477885771648,0.1483125000000003,0.005086249999999737,median
139301655_sector01_2_3,0.002781148706859869,0.040202953974351,3.3772279323094962,0.0070791064932633,0.06821100000000069,0.002587500000000631,median
141413795_sector01_4_2,0.010173238225751264,0.16881620805272923,2.9551651824349277,0.033671154124226554,0.3413819999999994,0.10719874999999845,median
141544911_sector01_4_2,0.004048653094529036,0.06450643102743538,2.2523164467204726,0.013847259586327557,0.15085899999999963,0.03061699999999945,median
141866705_sector01_4_2,0.004150810802028629,0.0646342559420843,3.08496003559782,0.01401704097374236,0.13762799999999942,0.019625250000000705,median
150067837_sector01_4_4,0.0082621171252226,0.12729968173556033,2.822485392030491,0.027846795068775642,0.2688980000000001,0.044975000000000875,median
179371765_sector01_4_2,0.0017442849600811544,0.026638493391419004,6.8097027968060155,0.0017217708902284208,0.05531549999999985,0.00457074999999918,median
201176965_sector01_2_2,0.006281686152923464,0.09834086231750437,3.34245060396533,0.02210735235709061,0.20994650000000004,0.03716900000000045,median
219342231_sector01_2_2,0.0022034508873015933,0.032682357427190195,3.2703552111035052,0.0074817294231104385,0.06934700000000049,0.003831000000001694,median
220491218_sector01_2_2,0.006331506269517524,0.10462727471468283,3.0219303232212034,0.022001580209585203,0.2225684999999995,0.036582750000000885,median
231093356_sector01_4_1,0.005118751520802248,0.07871451486490345,3.3405613483231855,0.015022476301682318,0.1720549999999994,0.003202500000000441,median
234346466_sector01_3_4,0.004626154109441836,0.0707185585270691,3.491229156763854,0.013272533374775792,0.1632599999999993,0.0051760000000005135,median
234347951_sector01_3_4,0.0017143250709032948,0.025504801518447924,5.617942348727848,0.0008254128459303747,0.025530500000000345,0.0028540000000010224,median
234509218_sector01_3_1,0.003711623351834642,0.05162138871095618,2.3432501724306585,0.010692920614439218,0.0994619757761761,0.01818481249174475,median
234509307_sector01_3_1,0.006875272481262977,0.10567365280256658,2.0326560506087583,0.025040177784682722,0.24055099999999996,0.11131475000000002,median
234528232_sector01_3_1,0.010491013843066253,0.1787298727379603,3.379248469691099,0.03590078100036675,0.3665205,0.07260325000000023,median
238899811_sector01_4_4,0.005951972497633815,0.08506390262503287,3.6256479467437415,0.0029630794057365277,0.16746600000000011,0.0029529999999997614,median
253928535_sector01_1_2,0.003602662474415844,0.05627232175900218,1.7976888532324053,0.010295310788192687,0.13051700000000022,0.039379249999999644,median
260269456_sector01_4_4,0.002167040277910565,0.03205713980042031,3.5429597135695587,0.001857635322743984,0.0419950851577795,0.007662038415608308,median
261136311_sector01_4_2,0.004208839658014377,0.06347293584405125,4.143169773785382,0.010093645627484216,0.1402619999999999,0.004633999999999361,median
261332760_sector01_4_2,0.00310954260413252,0.04833315697016386,1.9221274986026369,0.006546781937621563,0.11218549999999983,0.00695699999999988,median
261525123_sector01_2_1,0.005016484893890081,0.08509504771375244,3.5708454851651563,0.017001862948035077,0.17064200000000085,0.01081775000000107,median
261722744_sector01_3_3,0.004619488067899538,0.0783979028962607,2.2491912540130587,0.015146036450837487,0.14736700000000091,0.07987725000000268,median
261746657_sector01_3_3,0.005184712090837848,0.07624177555054194,2.5484264153204266,0.01589351241071034,0.16561199999999943,0.015883000000000536,median
265529196_sector01_2_4,0.0026119190999092743,0.038393730611851445,2.484867776936812,0.006958099261289272,0.0535129999999997,0.07773300000000027,median
270275812_sector01_3_2,0.003866087691579709,0.06084160198167814,2.9828982373783135,0.013114182213971082,0.11530799999999974,0.009663999999999007,median
271596290_sector01_4_2,0.0021626052871889147,0.03183116523120698,3.0960834869722067,0.007463670201635502,0.05982600000000016,0.009854499999999433,median
277024372_sector01_4_2,0.0017186157494197252,0.02488060166177446,2.7300804851545473,0.004661662258843569,0.03441450000000046,0.04796125000000018,median
277717122_sector01_2_1,0.004236032511570374,0.06258826793282449,4.64547117703003,0.01148311288494481,0.12455749999999988,0.007120750000000342,median
277773589_sector01_2_1,0.0054556476423092215,0.08924316544987605,3.083120785363862,0.018572961613955788,0.18973749999999967,0.0317612499999953,median
