index,Meanvariance,Std,StructureFunction_index_31,PercentDifferenceFluxPercentile,Amplitude,Q31,source
140861365_sector01_4_2,0.004786711248999567,0.08908530853059336,2.6795438457561964,0.012662547747443187,0.12346950000000056,0.16324400000000594,raw
140941647_sector01_4_2,0.006474372461421874,0.11010587373088167,2.103193480912967,0.019806886726433222,0.18125249999999937,0.20352449999999678,raw
141484560_sector01_4_2,0.0036304238333323686,0.06831600637281521,2.2704798981520713,0.01143207350820229,0.11568950000000022,0.10248650000000481,raw
149157939_sector01_4_1,0.0013026704517504267,0.022734783586190993,2.353596370000506,0.004078346206207892,0.03875250000000108,0.037035750000001144,raw
149175695_sector01_4_4,0.005914463830741519,0.11020682264802509,2.2416895661159413,0.016854585622135754,0.16814600000000013,0.16726199999999736,raw
149248740_sector01_4_1,0.007427656610279367,0.13614861721567725,2.7781890851985476,0.021914414168057932,0.21521399999999957,0.24987950000000225,raw
149538842_sector01_4_4,0.0012413784512928577,0.020234582971612732,2.791366458367098,0.0037296748004901413,0.032401999999999376,0.03504000000000218,raw
179239538_sector01_4_1,0.006242583873557361,0.10539592190816124,2.7450616946849586,0.01745896105741901,0.15237499999999926,0.21302525000000117,raw
179435530_sector01_4_1,0.0008295454613152827,0.012497115049548195,2.6178631170192648,0.0023552462838760057,0.019660999999999262,0.02032874999999912,raw
179437787_sector01_4_1,0.006852542044491197,0.11561516442579976,2.7604767224903908,0.019291479294802537,0.16810550000000113,0.23501799999999662,raw
179442489_sector01_4_1,0.006038683167214751,0.10490951920157227,2.4186350451916256,0.01696172950036677,0.151645499999999,0.17569824999999994,raw
181043309_sector01_3_2,0.0016653441998813886,0.02530153575407147,2.0607090817899034,0.005329314960643428,0.046329999999999316,0.027627000000000734,raw
181455029_sector01_3_2,0.00448609043195805,0.07206598782836034,2.660576364210621,0.014170103862475131,0.1186215000000006,0.12812599999999819,raw
182294193_sector01_3_2,0.0035449555277023144,0.05693895689258538,2.663553144677307,0.010192018064076241,0.08386549999999993,0.09811799999999948,raw
183642399_sector01_3_3,0.003634427606908976,0.06093247069307529,2.6525887548221725,0.012295118395657863,0.1102059999999998,0.0940727499999987,raw
183802500_sector01_3_3,0.003478945740742561,0.06328201231318765,2.882978861754387,0.010804489944814625,0.10468499999999992,0.1041249999999998,raw
183981702_sector01_3_3,0.0069506647481309795,0.1275692863541498,2.714997294450219,0.019762601587272784,0.18796649999999993,0.23412774999999897,raw
184137179_sector01_3_3,0.012595193255355536,0.21317841599633558,2.35939730900513,0.036581090774223855,0.3229534999999988,0.39840949999999964,raw
260501869_sector01_4_4,0.0011235787909832538,0.019663502602331847,2.625192867940681,0.003318541413956206,0.03196250000000056,0.030808999999997866,raw
261499920_sector01_2_1,0.0038224580894081596,0.0668719830149256,2.9761174212299895,0.011761819063352687,0.10803600000000024,0.11311750000000131,raw
266926594_sector01_3_2,0.0030735692163687722,0.05342633945743388,2.6498680121106237,0.009347445358226823,0.08531200000000005,0.09787000000000035,raw
267547684_sector01_3_2,0.0026671106458762885,0.045813938926829764,2.45196845450262,0.007368566189255723,0.06870099999999901,0.08895700000000062,raw
267547789_sector01_3_2,0.006154157102920601,0.10428931802719618,2.5489268186175185,0.01728349293859855,0.15487000000000073,0.2020780000000002,raw
276792090_sector01_4_1,0.004272149270975774,0.07353622851471413,2.7433283697906714,0.012198209511170005,0.11116400000000048,0.12885699999999645,raw
276860437_sector01_4_1,0.005588075283416505,0.09371945443379581,1.9263355536773525,0.017354524141186416,0.1624850000000002,0.1568064999999983,raw
276864760_sector01_4_1,0.003297421050071643,0.0567354168830322,1.858000642908516,0.007866341685690049,0.0706895000000003,0.0931740000000012,raw
277181958_sector01_4_2,0.0034391110398338596,0.06149937668270453,2.4155253196145954,0.010775445242906327,0.10570799999999991,0.10307024999999825,raw
287298632_sector01_4_1,0.005678134781395604,0.09613810728128575,2.177089430442352,0.01646515943250484,0.1419465000000013,0.16083350000000252,raw
287401463_sector01_4_1,0.003308473154748824,0.054764002967658695,2.9535712709962514,0.011163329227767343,0.09701749999999976,0.07539824999999922,raw
294664929_sector01_4_1,0.004829897429355994,0.08829587298225443,2.4907394474854594,0.014221532146838588,0.13557650000000088,0.1605022500000004,raw
294751087_sector01_4_1,0.003239934777863335,0.05729634538210153,2.5931702628724187,0.00953338071383697,0.08732599999999913,0.09847375000000014,raw
294782269_sector01_4_1,0.001952583655394222,0.031825056784306284,2.584931241818484,0.005603691692326738,0.04744449999999922,0.06160500000000013,raw
294782761_sector01_4_1,0.003461036571452817,0.060095510746087155,2.6234465987811633,0.01020418826930025,0.09265450000000008,0.10792574999999971,raw
294986278_sector01_4_1,0.00585873226883896,0.09824508141616053,2.778067947347657,0.018417366588032134,0.16750350000000047,0.16062125000000194,raw
30113752_sector01_4_1,0.0051208843323603545,0.08429316356386288,2.5567549373952416,0.014263280614713022,0.12056699999999942,0.17295574999999985,raw
30315703_sector01_4_1,0.004177770856037339,0.07063243897670472,2.657455888182903,0.01300055379086737,0.12074600000000046,0.11914949999999891,raw
30316061_sector01_4_1,0.005144398535968963,0.08330066249525586,2.419027415443826,0.013129250755447592,0.10814949999999968,0.1816305000000007,raw
30322672_sector01_4_1,0.007544701263550025,0.12546148075924313,2.666437065493789,0.02336473400343022,0.20185100000000133,0.22898549999999673,raw
30400451_sector01_4_2,0.00611155437265321,0.11375406890343198,2.5062919569108346,0.018666186670096205,0.1829730000000005,0.18913625000000422,raw
304034291_sector01_3_3,0.01088327542648076,0.18294764323839122,2.003984299165449,0.03235988693291379,0.29240650000000024,0.3242730000000016,raw
30403438_sector01_4_1,0.009142213351991491,0.14817317692819845,1.94724167975299,0.026108933449898362,0.21523000000000003,0.2596740000000004,raw
30404041_sector01_4_1,0.006611333769308293,0.10918446559182378,1.8861562371701805,0.01891286354550853,0.16866500000000073,0.20844974999999977,raw
30404496_sector01_4_1,0.00924065241889767,0.15055501315725384,2.3911557027369152,0.028238633132595743,0.23400900000000036,0.23430674999999823,raw
30406058_sector01_4_1,0.005532041510726373,0.08804623147249788,2.267384554273697,0.015971551828922202,0.12954549999999898,0.18717075000000172,raw
30530889_sector01_4_1,0.011548187825168619,0.19471716494276586,2.582229215193299,0.03577436713205043,0.307481000000001,0.33451875000000086,raw
30634568_sector01_4_1,0.012067321596945724,0.22542635952897289,2.588769138662918,0.03678972416191587,0.362406,0.3930640000000025,raw
30643822_sector01_4_1,0.011059057604688283,0.18363475334404097,2.8197369666562127,0.031698304124312994,0.27330199999999927,0.3678795000000008,raw
30728668_sector01_4_1,0.004027322022969204,0.0670374524184112,2.4843551046191474,0.01281911331819267,0.1126699999999996,0.11156099999999824,raw
30761652_sector01_4_2,0.006387097326509175,0.11259714805151719,2.6974039829391647,0.021254725810552114,0.2038189999999993,0.1776407500000019,raw
30854235_sector01_4_1,0.0078532371571183,0.12790488151592302,2.3460675153805624,0.02148497936981822,0.18127899999999997,0.2652140000000003,raw
30935678_sector01_4_1,0.0064931153355976875,0.11072360322084371,1.8081172654791164,0.018432173186959284,0.16883400000000037,0.21633375000000044,raw
31100734_sector01_4_1,0.004676603326869591,0.07720080155183313,2.6868564079417454,0.01325880631319454,0.11224649999999947,0.13781575000000146,raw
31109310_sector01_4_1,0.01017054269703102,0.16343778517034416,2.1427260541842346,0.030800453137999236,0.25047900000000034,0.2317967499999991,raw
31183609_sector01_4_1,0.0030394689949876084,0.04709405427557859,2.499464678813116,0.008945903358737035,0.07282349999999926,0.08449924999999858,raw
349193472_sector01_4_3,0.0008949047786318365,0.014704685257079544,2.266935260861486,0.0021532765405301063,0.02012500000000017,0.021854499999999888,raw
370103598_sector01_4_1,0.00452149866178678,0.08545486274007724,2.2451867255197975,0.013443317962552817,0.13978799999999936,0.12632250000000056,raw
373603084_sector01_4_1,0.00766629005888421,0.11813620782086642,2.291264629617217,0.021006770561039015,0.16445500000000024,0.24866274999999938,raw
373844221_sector01_4_1,0.0034806148980514825,0.057169299309144515,2.5193315436307855,0.011324290465248741,0.10073750000000103,0.09131525000000096,raw
373986632_sector01_4_2,0.006024820606735387,0.10153209139310568,2.686515428636819,0.018332591948651382,0.17536050000000003,0.1772605000000027,raw
382187701_sector01_4_4,0.003098917863566427,0.057545580191841965,2.338661579615328,0.009680043869905668,0.09765649999999937,0.09169400000000039,raw
389562824_sector01_4_2,0.001995031349865863,0.03385305230847088,2.651568711470296,0.005452034313062557,0.04945949999999932,0.06805350000000132,raw
389674279_sector01_4_1,0.0026007693717841826,0.04495607123471405,2.6443079111544234,0.008152785999177231,0.07456649999999954,0.07652874999999781,raw
389865079_sector01_4_1,0.007678362679137593,0.13463184534103292,1.9597921602991848,0.011493708007271466,0.10589250000000128,0.12049850000000006,raw
40341090_sector01_4_1,0.003264317149366579,0.056428537209638516,2.511467133044607,0.00942874710550035,0.0855674999999998,0.10368275000000082,raw
404796603_sector01_4_2,0.0037976536147710073,0.06513577935787299,2.6457731797133595,0.010983699548486167,0.09933600000000098,0.1229389999999988,raw
404923904_sector01_4_1,0.005931043352267215,0.09895883450432837,2.6160202507574652,0.016120692368270486,0.13832299999999975,0.1923690000000029,raw
404972001_sector01_4_2,0.005391195094546165,0.09292034021323475,1.6394117950800426,0.015691669131617826,0.14390550000000069,0.1852464999999981,raw
40670081_sector01_4_2,0.004349085537813394,0.08157556992334888,2.4437396495084407,0.01355842138815942,0.1392345000000006,0.13325650000000167,raw
40716446_sector01_4_1,0.006789011345654733,0.10642824691770819,2.382988383008515,0.022441043431616913,0.18086500000000072,0.1694817499999992,raw
410271294_sector01_3_3,0.005875949816493065,0.10387814761088518,2.3875576355898307,0.015364600012583827,0.14016350000000166,0.21269075000000015,raw
41462970_sector01_4_2,0.00589181718992783,0.11004963666164239,2.418966269809968,0.018277742934833658,0.1838110000000004,0.17478599999999744,raw
426012691_sector01_3_3,0.006023106826372985,0.1014118159091991,2.4669803071937384,0.01669928099008028,0.1482165000000002,0.17840550000000022,raw
426012741_sector01_3_3,0.006570417588700574,0.11165463561368998,2.6211803953895214,0.018166395119961667,0.15763250000000006,0.22241450000000285,raw
50269853_sector01_3_3,0.005220677083926116,0.09387187262402073,2.491654472176715,0.015286949922696448,0.14570650000000107,0.17720500000000072,raw
55241843_sector01_4_1,0.0037040297356777958,0.06493714042153022,2.600111327952238,0.011047296453549888,0.10489449999999856,0.11852924999999814,raw
55742740_sector01_4_1,0.0059251156838091455,0.09747945509674423,2.8164711860189366,0.017644578222826144,0.14891249999999978,0.18605775000000335,raw
80082267_sector01_1_2,0.004470549236027553,0.07622555350614808,1.687363305960313,0.013648543638821321,0.12017550000000021,0.12633750000000177,raw
